MatchID,Season,MatchWeek,Date,Time,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,WIN,HalfTimeHomeTeamGoals,HalfTimeAwayTeamGoals,HalfTimeResult,Referee,HomeTeamShots,AwayTeamShots,HomeTeamShotsOnTarget,AwayTeamShotsOnTarget,HomeTeamCorners,AwayTeamCorners,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamRedCards,H_BET,X_BET,A_BET,B365Over2.5Goals,B365Under2.5Goals,MarketMaxHomeTeam,MarketMaxDraw,MarketMaxAwayTeam,MarketAvgHomeTeam,MarketAvgDraw,MarketAvgAwayTeam,MarketMaxOver2.5Goals,MarketMaxUnder2.5Goals,MarketAvgOver2.5Goals,MarketAvgUnder2.5Goals,HomeTeamPoints,AwayTeamPoints
2019-2020_Chelsea_Tottenham,2019-2020,27,2/22/2020,12:30,Chelsea,Tottenham,2,1,H,1,0,H,M Oliver,17,5,7,3,3,5,14,14,1,2,0,0,1.72,4.0,4.5,1.8,2.0,1.78,04.05,5.1,1.73,3.94,4.72,1.87,2.12,1.81,02.02,3,0
2019-2020_Burnley_Bournemouth,2019-2020,27,2/22/2020,15:00,Burnley,Bournemouth,3,0,H,0,0,D,M Dean,16,12,10,4,7,3,9,9,4,3,0,0,2.1,3.3,3.7,2.2,1.66,2.25,3.4,3.8,2.15,3.28,3.65,2.33,1.74,2.23,1.66,3,0
2019-2020_Crystal Palace_Newcastle,2019-2020,27,2/22/2020,15:00,Crystal Palace,Newcastle,1,0,H,1,0,H,P Bankes,18,8,9,2,7,5,15,11,2,6,0,1,1.95,3.4,4.2,2.5,1.53,02.05,3.5,4.75,1.96,3.3,4.35,2.6,1.57,2.51,1.53,3,0
2019-2020_Sheffield United_Brighton,2019-2020,27,2/22/2020,15:00,Sheffield United,Brighton,1,1,D,1,1,D,G Scott,14,8,3,2,12,2,3,6,0,2,0,0,1.95,3.4,4.2,2.2,1.66,02.02,3.43,4.5,1.96,3.34,4.31,2.36,1.7,2.23,1.66,1,1
2019-2020_Southampton_Aston Villa,2019-2020,27,2/22/2020,15:00,Southampton,Aston Villa,2,0,H,1,0,H,C Pawson,28,4,9,1,9,6,13,17,1,4,0,0,1.61,4.33,5.0,1.57,2.37,1.7,4.4,5.5,1.64,4.23,5.1,1.63,2.5,1.59,2.37,3,0
2019-2020_Leicester_Man City,2019-2020,27,2/22/2020,17:30,Leicester,Man City,0,1,A,0,0,D,P Tierney,10,18,3,7,3,7,14,10,0,0,0,0,4.5,4.2,1.7,1.53,2.5,4.75,4.4,1.83,4.49,4.15,1.73,1.58,2.63,1.54,2.47,0,3
2019-2020_Man United_Watford,2019-2020,27,2/23/2020,14:00,Man United,Watford,3,0,H,1,0,H,M Atkinson,21,7,9,2,3,5,6,15,0,1,0,0,1.6,3.9,6.0,1.9,1.9,1.65,4.2,6.5,1.6,3.97,5.98,1.99,1.99,1.91,1.91,3,0
2019-2020_Wolves_Norwich,2019-2020,27,2/23/2020,14:00,Wolves,Norwich,3,0,H,2,0,H,C Kavanagh,19,6,6,4,4,1,11,6,2,3,0,0,1.5,4.2,7.0,1.9,1.9,1.57,4.5,07.05,1.52,4.27,6.55,1.95,02.05,1.87,1.95,3,0
2019-2020_Arsenal_Everton,2019-2020,27,2/23/2020,16:30,Arsenal,Everton,3,2,H,2,2,D,S Attwell,9,17,4,5,6,3,12,12,0,4,0,0,2.0,3.6,3.7,1.72,2.1,2.12,3.8,3.88,02.04,3.6,3.63,1.77,2.19,1.73,2.11,3,0
2019-2020_Liverpool_West Ham,2019-2020,27,2/24/2020,20:00,Liverpool,West Ham,3,2,H,1,1,D,J Moss,25,7,7,4,16,8,4,10,0,3,0,0,1.16,8.0,15.0,1.36,3.2,1.19,8.8,19.0,1.17,7.81,16.2,1.42,3.25,1.38,03.03,3,0
2019-2020_Norwich_Leicester,2019-2020,28,2/28/2020,20:00,Norwich,Leicester,1,0,H,0,0,D,C Pawson,11,19,6,4,6,7,13,16,1,2,0,0,4.33,4.1,1.72,1.72,2.1,5.1,4.16,1.78,4.66,04.02,1.74,1.82,2.22,1.72,2.13,3,0
2019-2020_Brighton_Crystal Palace,2019-2020,28,2/29/2020,12:30,Brighton,Crystal Palace,0,1,A,0,0,D,M Atkinson,24,12,8,3,8,7,8,9,1,1,0,0,02.05,3.25,3.9,2.3,1.61,2.15,3.34,4.15,02.08,3.24,3.93,2.45,1.65,2.31,1.62,0,3
2019-2020_Bournemouth_Chelsea,2019-2020,28,2/29/2020,15:00,Bournemouth,Chelsea,2,2,D,0,1,A,A Marriner,9,23,5,6,4,14,8,5,2,2,0,0,4.75,3.8,1.72,1.8,2.0,5.1,04.05,1.83,4.68,3.84,1.76,1.85,2.12,1.8,02.03,1,1
2019-2020_Newcastle_Burnley,2019-2020,28,2/29/2020,15:00,Newcastle,Burnley,0,0,D,0,0,D,A Madley,21,8,4,1,11,7,11,9,4,3,0,0,2.62,3.1,2.9,2.3,1.61,2.8,3.24,3.0,2.64,3.11,2.9,2.43,1.64,2.34,1.6,1,1
2019-2020_West Ham_Southampton,2019-2020,28,2/29/2020,15:00,West Ham,Southampton,3,1,H,2,1,H,A Taylor,14,10,7,2,4,9,8,11,1,1,0,0,2.65,3.6,2.5,1.72,2.1,2.8,3.65,2.64,2.71,3.54,2.55,1.83,2.16,1.75,02.07,3,0
2019-2020_Watford_Liverpool,2019-2020,28,2/29/2020,17:30,Watford,Liverpool,3,0,H,0,0,D,M Oliver,14,7,5,1,3,5,4,8,0,0,0,0,8.0,4.75,1.4,1.66,2.2,8.75,5.1,1.45,7.52,4.84,1.42,1.68,2.35,1.64,2.26,3,0
2019-2020_Everton_Man United,2019-2020,28,3/1/2020,14:00,Everton,Man United,1,1,D,1,1,D,C Kavanagh,16,14,5,5,13,8,11,11,3,4,0,0,2.5,3.25,2.9,1.9,1.9,2.72,3.45,2.95,2.54,3.33,2.85,02.05,1.9,1.98,1.83,1,1
2019-2020_Tottenham_Wolves,2019-2020,28,3/1/2020,14:00,Tottenham,Wolves,2,3,A,2,1,H,S Attwell,13,14,5,4,4,5,12,14,3,2,0,0,2.45,3.2,3.0,2.2,1.66,2.55,3.3,3.21,2.44,3.17,3.13,2.3,1.72,2.22,1.66,0,3
2019-2020_Liverpool_Bournemouth,2019-2020,29,3/7/2020,12:30,Liverpool,Bournemouth,2,1,H,2,1,H,P Tierney,14,6,6,4,9,4,10,12,0,1,0,0,1.22,6.5,13.0,1.44,2.75,1.29,6.6,13.45,1.25,6.24,11.93,1.51,2.92,1.47,2.68,3,0
2019-2020_Arsenal_West Ham,2019-2020,29,3/7/2020,15:00,Arsenal,West Ham,1,0,H,0,0,D,M Atkinson,9,14,2,6,6,7,11,9,1,2,0,0,1.57,4.4,5.5,1.57,2.37,1.62,4.5,6.21,1.56,4.37,5.78,1.66,2.45,1.6,2.35,3,0
2019-2020_Crystal Palace_Watford,2019-2020,29,3/7/2020,15:00,Crystal Palace,Watford,1,0,H,1,0,H,A Taylor,10,10,3,4,8,8,12,19,4,4,0,0,2.55,3.2,2.9,2.3,1.61,2.65,3.26,3.1,2.57,3.19,2.95,2.38,1.68,2.28,1.63,3,0
2019-2020_Sheffield United_Norwich,2019-2020,29,3/7/2020,15:00,Sheffield United,Norwich,1,0,H,1,0,H,S Hooper,10,12,4,5,10,5,12,8,0,0,0,0,1.65,3.75,5.75,2.1,1.72,1.7,3.9,06.05,1.66,3.78,5.71,2.16,1.82,02.06,1.77,3,0
2019-2020_Southampton_Newcastle,2019-2020,29,3/7/2020,15:00,Southampton,Newcastle,0,1,A,0,0,D,G Scott,6,14,3,7,5,8,14,15,0,3,1,0,1.61,4.1,5.25,1.8,2.0,1.74,4.17,5.6,1.67,3.95,5.27,1.87,02.08,1.81,02.01,0,3
2019-2020_Wolves_Brighton,2019-2020,29,3/7/2020,15:00,Wolves,Brighton,0,0,D,0,0,D,A Marriner,11,7,1,1,2,0,4,7,1,3,0,0,1.61,3.9,5.75,2.0,1.8,1.7,4.15,6.0,1.65,3.95,5.48,02.07,1.88,1.99,1.82,1,1
2019-2020_Burnley_Tottenham,2019-2020,29,3/7/2020,17:30,Burnley,Tottenham,1,1,D,1,0,H,J Moss,21,13,8,2,3,5,16,11,5,4,0,0,2.7,3.3,2.62,2.1,1.72,2.8,3.4,2.82,2.72,3.3,2.69,2.2,1.85,02.06,1.77,1,1
2019-2020_Chelsea_Everton,2019-2020,29,3/8/2020,14:00,Chelsea,Everton,4,0,H,2,0,H,K Friend,17,3,11,1,6,1,8,10,1,2,0,0,1.8,3.9,4.2,1.72,2.1,1.95,4.0,4.4,1.87,3.74,4.2,1.75,2.26,1.71,2.14,3,0
2019-2020_Man United_Man City,2019-2020,29,3/8/2020,16:30,Man United,Man City,2,0,H,1,0,H,M Dean,12,7,6,2,2,11,11,9,2,4,0,0,5.0,4.33,1.6,1.66,2.2,5.5,4.5,1.7,05.04,4.28,1.64,1.74,2.35,1.66,2.22,3,0
2019-2020_Leicester_Aston Villa,2019-2020,29,3/9/2020,20:00,Leicester,Aston Villa,4,0,H,1,0,H,M Oliver,15,4,7,1,9,0,15,12,2,1,0,0,1.36,5.25,8.0,1.53,2.5,1.42,5.4,9.0,1.38,5.12,08.05,1.57,2.66,1.52,2.48,3,0
2019-2020_Aston Villa_Sheffield United,2019-2020,30,6/17/2020,18:00,Aston Villa,Sheffield United,0,0,D,0,0,D,M Oliver,14,5,6,1,12,4,11,14,1,1,0,0,3.2,3.4,2.25,2.1,1.72,3.48,3.45,2.39,3.3,3.33,2.27,2.19,1.84,02.08,1.76,1,1
2019-2020_Man City_Arsenal,2019-2020,30,6/17/2020,20:15,Man City,Arsenal,3,0,H,1,0,H,A Taylor,20,3,12,0,5,2,9,7,1,1,0,1,1.36,5.25,7.5,1.36,3.2,1.4,06.05,9.0,1.35,5.5,8.11,1.42,3.23,1.38,03.04,3,0
2019-2020_Norwich_Southampton,2019-2020,30,6/19/2020,18:00,Norwich,Southampton,0,3,A,0,0,D,K Friend,9,22,1,9,9,7,9,15,1,1,0,0,2.8,3.5,2.45,1.9,1.9,3.2,3.65,2.64,2.84,3.4,2.53,2.0,2.0,1.92,1.91,0,3
2019-2020_Tottenham_Man United,2019-2020,30,6/19/2020,20:15,Tottenham,Man United,1,1,D,1,0,H,J Moss,10,12,3,6,7,6,17,18,0,1,0,0,3.0,3.4,2.37,1.9,1.9,3.2,3.55,2.5,03.03,3.4,2.43,02.02,1.98,1.94,1.89,1,1
2019-2020_Watford_Leicester,2019-2020,30,6/20/2020,12:30,Watford,Leicester,1,1,D,0,0,D,C Pawson,8,15,4,2,2,7,15,12,0,1,0,0,3.6,3.5,02.05,1.9,1.9,3.75,3.7,2.17,3.59,3.52,02.09,1.99,2.0,1.91,1.92,1,1
2019-2020_Brighton_Arsenal,2019-2020,30,6/20/2020,15:00,Brighton,Arsenal,2,1,H,0,0,D,M Atkinson,9,13,5,6,10,7,13,8,2,1,0,0,3.1,3.25,2.37,1.9,1.9,3.4,3.52,2.52,03.04,3.37,2.39,02.01,2.0,1.93,1.89,3,0
2019-2020_West Ham_Wolves,2019-2020,30,6/20/2020,17:30,West Ham,Wolves,0,2,A,0,0,D,A Taylor,7,10,2,6,5,7,8,7,1,1,0,0,3.6,3.4,2.1,2.0,1.8,3.75,3.52,2.22,3.57,3.36,2.15,2.19,1.85,02.06,1.78,0,3
2019-2020_Bournemouth_Crystal Palace,2019-2020,30,6/20/2020,19:45,Bournemouth,Crystal Palace,0,2,A,0,2,A,S Attwell,12,7,1,2,11,4,13,15,3,2,0,0,2.45,3.2,3.0,2.1,1.72,2.6,3.38,3.2,2.51,3.24,2.98,2.22,1.81,2.12,1.73,0,3
2019-2020_Newcastle_Sheffield United,2019-2020,30,6/21/2020,14:00,Newcastle,Sheffield United,3,0,H,0,0,D,D Coote,12,7,8,1,2,4,9,10,2,0,0,1,3.3,3.1,2.37,2.5,1.53,3.45,3.25,2.55,3.31,3.1,2.38,2.63,1.61,2.46,1.55,3,0
2019-2020_Aston Villa_Chelsea,2019-2020,30,6/21/2020,16:15,Aston Villa,Chelsea,1,2,A,1,0,H,P Tierney,8,19,4,5,2,10,9,17,2,1,0,0,6.0,4.5,1.5,1.57,2.37,6.5,4.9,1.57,6.0,4.5,1.53,1.65,2.52,1.59,2.38,0,3
2019-2020_Everton_Liverpool,2019-2020,30,6/21/2020,19:00,Everton,Liverpool,0,0,D,0,0,D,M Dean,9,10,3,3,1,6,15,12,2,2,0,0,6.0,4.2,1.55,1.66,2.2,06.05,4.4,1.64,5.66,4.23,1.59,1.73,2.35,1.66,2.23,1,1
2019-2020_Man City_Burnley,2019-2020,30,6/22/2020,20:00,Man City,Burnley,5,0,H,3,0,H,A Marriner,19,1,7,0,3,1,8,7,1,1,0,0,1.12,9.0,15.0,1.33,3.4,1.16,10.0,26.0,1.13,8.97,19.85,1.36,3.62,1.32,3.35,3,0
2019-2020_Leicester_Brighton,2019-2020,31,6/23/2020,18:00,Leicester,Brighton,0,0,D,0,0,D,L Mason,11,10,2,2,6,7,10,13,2,2,0,0,1.6,4.0,5.75,1.9,1.9,1.68,4.15,6.15,1.64,3.97,5.64,02.04,1.96,1.95,1.88,1,1
2019-2020_Tottenham_West Ham,2019-2020,31,6/23/2020,20:15,Tottenham,West Ham,2,0,H,0,0,D,C Pawson,15,10,4,2,9,4,12,7,2,2,0,0,1.66,4.0,5.0,1.8,2.0,1.71,4.15,5.65,1.67,04.01,5.21,1.87,2.14,1.79,02.05,3,0
2019-2020_Man United_Sheffield United,2019-2020,31,6/24/2020,18:00,Man United,Sheffield United,3,0,H,2,0,H,A Taylor,15,4,6,1,10,5,10,6,1,0,0,0,1.4,4.5,8.5,2.0,1.8,1.5,4.6,9.6,1.43,4.39,8.62,2.1,1.91,2.0,1.83,3,0
2019-2020_Newcastle_Aston Villa,2019-2020,31,6/24/2020,18:00,Newcastle,Aston Villa,1,1,D,0,0,D,C Kavanagh,13,14,3,2,6,9,15,13,2,2,0,0,2.3,3.3,3.2,2.1,1.72,2.42,3.5,3.32,2.33,3.33,3.17,2.19,1.83,02.09,1.76,1,1
2019-2020_Norwich_Everton,2019-2020,31,6/24/2020,18:00,Norwich,Everton,0,1,A,0,0,D,A Madley,9,12,1,5,6,5,8,13,0,1,0,0,3.9,3.6,1.9,1.8,2.0,4.25,3.8,2.0,3.94,3.66,1.94,1.88,2.1,1.82,02.01,0,3
2019-2020_Wolves_Bournemouth,2019-2020,31,6/24/2020,18:00,Wolves,Bournemouth,1,0,H,0,0,D,M Oliver,10,4,2,0,6,4,11,11,3,3,0,0,1.55,4.0,6.0,2.1,1.72,1.63,4.25,6.65,1.58,04.03,6.11,2.16,1.86,02.07,1.77,3,0
2019-2020_Liverpool_Crystal Palace,2019-2020,31,6/24/2020,20:15,Liverpool,Crystal Palace,4,0,H,2,0,H,M Atkinson,21,3,7,0,6,0,7,5,0,0,0,0,1.22,6.5,13.0,1.66,2.2,1.27,6.61,16.0,1.24,6.13,13.09,1.77,2.28,1.69,2.19,3,0
2019-2020_Burnley_Watford,2019-2020,31,6/25/2020,18:00,Burnley,Watford,1,0,H,0,0,D,M Dean,9,10,5,4,1,7,13,15,1,0,0,0,3.0,3.25,2.45,2.2,1.66,3.18,3.3,2.59,03.02,3.22,2.48,2.3,1.76,2.18,1.7,3,0
2019-2020_Southampton_Arsenal,2019-2020,31,6/25/2020,18:00,Southampton,Arsenal,0,2,A,0,1,A,G Scott,12,10,3,5,4,6,10,14,0,2,1,0,2.6,3.5,2.62,1.8,2.0,2.75,3.65,2.8,2.64,3.47,2.65,1.87,2.13,1.8,02.03,0,3
2019-2020_Chelsea_Man City,2019-2020,31,6/25/2020,20:15,Chelsea,Man City,2,1,H,1,0,H,S Attwell,15,11,10,2,5,7,13,3,1,1,0,1,4.0,4.0,1.8,1.61,2.3,4.4,4.25,1.87,4.14,04.07,1.8,1.7,2.41,1.63,2.29,3,0
2019-2020_Aston Villa_Wolves,2019-2020,32,6/27/2020,12:30,Aston Villa,Wolves,0,1,A,0,0,D,C Pawson,11,9,1,2,2,2,16,16,1,1,0,0,4.6,3.7,1.75,2.1,1.72,5.1,3.92,1.82,4.79,3.68,1.78,2.2,1.84,02.08,1.76,0,3
2019-2020_Watford_Southampton,2019-2020,32,6/28/2020,16:30,Watford,Southampton,1,3,A,0,1,A,M Oliver,8,11,0,7,5,3,18,9,3,0,0,0,2.5,3.3,2.87,2.0,1.8,2.6,3.42,3.1,2.49,3.32,2.92,2.1,1.91,2.0,1.83,0,3
2019-2020_Crystal Palace_Burnley,2019-2020,32,6/29/2020,20:00,Crystal Palace,Burnley,0,1,A,0,0,D,S Hooper,17,8,4,4,9,1,12,13,1,1,0,0,2.25,3.2,3.4,2.5,1.53,2.42,3.32,3.55,2.29,3.16,3.41,2.63,1.61,2.42,1.57,0,3
2019-2020_Brighton_Man United,2019-2020,32,6/30/2020,20:15,Brighton,Man United,0,3,A,0,2,A,A Marriner,8,12,2,6,4,5,10,9,0,1,0,0,6.0,3.8,1.61,2.1,1.72,7.0,4.1,1.64,6.31,3.85,1.61,2.19,1.83,2.1,1.76,0,3
2019-2020_Arsenal_Norwich,2019-2020,32,7/1/2020,18:00,Arsenal,Norwich,4,0,H,2,0,H,P Bankes,13,8,8,2,6,2,10,10,1,4,0,0,1.44,4.75,7.0,1.72,2.1,1.48,4.9,8.2,1.44,4.69,7.23,1.77,2.28,1.7,2.18,3,0
2019-2020_Bournemouth_Newcastle,2019-2020,32,7/1/2020,18:00,Bournemouth,Newcastle,1,4,A,0,2,A,K Friend,12,12,1,7,6,3,11,10,2,0,0,0,2.4,3.1,3.2,2.37,1.57,2.51,3.3,3.32,2.4,3.16,3.21,2.52,1.65,2.38,1.59,0,3
2019-2020_Everton_Leicester,2019-2020,32,7/1/2020,18:00,Everton,Leicester,2,1,H,2,0,H,D Coote,7,15,2,3,3,5,13,10,1,1,0,0,2.5,3.3,2.9,2.1,1.72,2.64,3.42,03.05,2.54,3.28,2.9,2.2,1.84,02.08,1.76,3,0
2019-2020_West Ham_Chelsea,2019-2020,32,7/1/2020,20:15,West Ham,Chelsea,3,2,H,1,1,D,M Atkinson,10,17,4,6,2,3,10,9,2,1,0,0,5.5,4.33,1.57,1.72,2.1,6.0,4.5,1.65,5.48,4.27,1.59,1.81,2.25,1.72,2.14,3,0
2019-2020_Sheffield United_Tottenham,2019-2020,32,7/2/2020,18:00,Sheffield United,Tottenham,3,1,H,1,0,H,C Kavanagh,7,9,5,2,1,6,13,13,2,0,0,0,4.2,3.4,1.95,2.2,1.66,4.3,3.54,02.08,4.1,3.41,1.98,2.27,1.78,2.15,1.71,3,0
2019-2020_Man City_Liverpool,2019-2020,32,7/2/2020,20:15,Man City,Liverpool,4,0,H,3,0,H,A Taylor,14,11,6,3,3,3,8,7,2,2,0,0,02.05,3.9,3.3,1.57,2.37,2.14,4.32,3.52,02.07,3.85,3.32,1.64,2.55,1.57,2.42,3,0
2019-2020_Norwich_Brighton,2019-2020,33,7/4/2020,12:30,Norwich,Brighton,0,1,A,0,1,A,S Attwell,12,8,1,2,0,2,11,13,2,2,0,0,3.3,3.4,2.2,2.1,1.72,3.56,3.45,2.33,3.39,3.32,2.23,2.2,1.84,02.08,1.77,0,3
2019-2020_Leicester_Crystal Palace,2019-2020,33,7/4/2020,15:00,Leicester,Crystal Palace,3,0,H,0,0,D,J Moss,15,7,4,1,3,7,18,8,2,1,0,0,1.66,3.6,5.75,2.2,1.66,1.72,3.8,6.5,1.68,3.63,5.84,2.34,1.76,2.21,1.69,3,0
2019-2020_Man United_Bournemouth,2019-2020,33,7/4/2020,15:00,Man United,Bournemouth,5,2,H,3,1,H,M Dean,19,7,10,3,8,3,13,12,0,1,0,0,1.16,7.5,17.0,1.53,2.5,1.19,8.3,21.0,1.17,7.46,17.41,1.59,2.71,1.53,2.54,3,0
2019-2020_Wolves_Arsenal,2019-2020,33,7/4/2020,17:30,Wolves,Arsenal,0,2,A,0,1,A,M Oliver,10,8,1,5,3,5,6,11,2,4,0,0,2.25,3.4,3.25,2.1,1.72,2.36,3.48,3.5,2.27,3.3,3.32,2.22,1.83,2.1,1.75,0,3
2019-2020_Chelsea_Watford,2019-2020,33,7/4/2020,20:00,Chelsea,Watford,3,0,H,2,0,H,K Friend,21,7,9,3,5,3,9,12,0,2,0,0,1.4,4.75,8.0,1.72,2.1,1.46,4.9,9.3,1.43,4.61,7.96,1.82,2.21,1.73,2.13,3,0
2019-2020_Burnley_Sheffield United,2019-2020,33,7/5/2020,12:00,Burnley,Sheffield United,1,1,D,1,0,H,P Bankes,9,10,4,3,3,9,8,14,0,0,0,0,2.9,3.0,2.7,2.62,1.5,03.02,3.1,2.86,2.91,2.97,2.75,2.8,1.55,2.65,1.49,1,1
2019-2020_Newcastle_West Ham,2019-2020,33,7/5/2020,14:15,Newcastle,West Ham,2,2,D,1,1,D,C Pawson,11,17,4,7,6,4,9,11,0,0,0,0,2.6,3.3,2.75,2.0,1.8,2.77,3.48,2.9,2.66,3.28,2.74,02.09,1.91,2.0,1.82,1,1
2019-2020_Liverpool_Aston Villa,2019-2020,33,7/5/2020,16:30,Liverpool,Aston Villa,2,0,H,0,0,D,P Tierney,6,9,4,3,7,5,18,8,1,1,0,0,1.33,5.5,8.5,1.5,2.62,1.38,5.9,9.8,1.35,5.45,8.4,1.51,2.77,1.49,2.62,3,0
2019-2020_Southampton_Man City,2019-2020,33,7/5/2020,19:00,Southampton,Man City,1,0,H,1,0,H,A Marriner,8,26,4,6,2,13,6,7,1,2,0,0,8.5,6.0,1.3,1.53,2.5,11.31,6.1,1.36,09.03,5.56,1.33,1.57,2.59,1.54,2.47,3,0
2019-2020_Tottenham_Everton,2019-2020,33,7/6/2020,20:00,Tottenham,Everton,1,0,H,1,0,H,G Scott,12,11,2,3,5,6,14,18,3,2,0,0,2.1,3.5,3.4,1.9,1.9,2.22,3.74,3.58,2.13,3.51,3.45,1.96,02.04,1.86,1.97,3,0
2019-2020_Crystal Palace_Chelsea,2019-2020,34,7/7/2020,18:00,Crystal Palace,Chelsea,2,3,A,1,2,A,D Coote,13,14,4,6,7,9,11,10,1,0,0,0,8.5,4.5,1.4,1.86,02.04,09.05,4.85,1.46,8.43,4.5,1.43,1.91,2.1,1.83,2.0,0,3
2019-2020_Watford_Norwich,2019-2020,34,7/7/2020,18:00,Watford,Norwich,2,1,H,1,1,D,A Taylor,9,12,4,3,4,3,11,15,2,4,0,0,1.7,3.75,5.0,2.0,1.8,1.8,3.94,5.5,1.75,3.71,05.02,2.15,1.88,02.05,1.8,3,0
2019-2020_Arsenal_Leicester,2019-2020,34,7/7/2020,20:15,Arsenal,Leicester,1,1,D,1,0,H,C Kavanagh,11,13,7,5,10,1,10,14,1,0,1,0,2.3,3.5,3.0,1.9,1.9,2.49,3.59,3.15,2.38,3.43,03.03,1.99,02.05,1.88,1.95,1,1
2019-2020_Man City_Newcastle,2019-2020,34,7/8/2020,18:00,Man City,Newcastle,5,0,H,2,0,H,A Madley,23,6,9,1,8,1,12,7,0,0,0,0,1.12,9.0,21.0,1.36,3.2,1.16,10.5,29.0,1.13,9.15,22.2,1.43,3.2,1.39,03.01,3,0
2019-2020_Sheffield United_Wolves,2019-2020,34,7/8/2020,18:00,Sheffield United,Wolves,1,0,H,0,0,D,M Atkinson,7,6,3,1,6,1,5,6,2,0,0,0,3.8,3.2,2.1,2.75,1.44,4.1,3.26,2.25,3.96,03.08,2.14,2.86,1.51,2.69,1.47,3,0
2019-2020_West Ham_Burnley,2019-2020,34,7/8/2020,18:00,West Ham,Burnley,0,1,A,0,1,A,M Oliver,21,8,5,4,10,3,7,7,1,1,0,0,2.0,3.4,3.9,2.0,1.8,2.1,3.6,04.05,02.02,3.42,3.89,2.2,1.87,02.06,1.78,0,3
2019-2020_Brighton_Liverpool,2019-2020,34,7/8/2020,20:15,Brighton,Liverpool,1,3,A,1,2,A,C Pawson,12,19,2,8,6,10,7,15,1,4,0,0,6.0,4.33,1.53,1.72,2.1,6.5,4.45,1.62,5.99,4.26,1.56,1.82,2.2,1.73,2.12,0,3
2019-2020_Bournemouth_Tottenham,2019-2020,34,7/9/2020,18:00,Bournemouth,Tottenham,0,0,D,0,0,D,P Tierney,9,9,2,0,8,12,11,14,3,2,0,0,5.25,3.8,1.66,1.72,2.1,5.45,4.2,1.72,05.03,4.0,1.68,1.82,2.22,1.73,2.12,1,1
2019-2020_Everton_Southampton,2019-2020,34,7/9/2020,18:00,Everton,Southampton,1,1,D,1,1,D,L Mason,11,17,4,4,3,5,13,14,3,3,0,0,02.05,3.5,3.6,1.9,1.9,2.15,3.65,3.86,02.07,3.51,3.62,02.01,1.98,1.92,1.9,1,1
2019-2020_Aston Villa_Man United,2019-2020,34,7/9/2020,20:15,Aston Villa,Man United,0,3,A,0,2,A,J Moss,9,14,1,6,3,5,7,13,2,3,0,0,9.0,5.25,1.33,1.66,2.2,10.5,5.45,1.38,9.26,5.15,1.35,1.74,2.36,1.65,2.25,0,3
2019-2020_Norwich_West Ham,2019-2020,35,7/11/2020,12:30,Norwich,West Ham,0,4,A,0,2,A,K Friend,11,19,2,7,1,6,9,8,1,0,0,0,3.75,3.75,1.95,1.8,2.0,3.9,3.8,02.07,3.76,3.65,1.99,1.89,2.11,1.83,02.01,0,3
2019-2020_Watford_Newcastle,2019-2020,35,7/11/2020,12:30,Watford,Newcastle,2,1,H,0,1,A,C Pawson,17,8,5,4,2,4,23,15,1,4,0,0,1.8,3.6,4.5,2.1,1.72,1.88,3.72,5.0,1.82,3.58,4.65,2.13,1.87,02.06,1.78,3,0
2019-2020_Liverpool_Burnley,2019-2020,35,7/11/2020,15:00,Liverpool,Burnley,1,1,D,1,0,H,D Coote,23,6,9,2,12,6,7,4,1,2,0,0,1.22,6.5,12.0,1.53,2.5,1.28,6.7,13.0,1.25,6.27,11.44,1.56,2.71,1.52,2.54,1,1
2019-2020_Sheffield United_Chelsea,2019-2020,35,7/11/2020,17:30,Sheffield United,Chelsea,3,0,H,2,0,H,A Marriner,9,15,4,4,4,6,8,6,1,0,0,0,6.0,3.8,1.6,2.0,1.8,6.8,4.15,1.65,06.07,3.93,1.6,02.04,1.97,1.98,1.85,3,0
2019-2020_Brighton_Man City,2019-2020,35,7/11/2020,20:00,Brighton,Man City,0,5,A,0,2,A,G Scott,3,26,0,8,2,7,7,3,1,0,0,0,10.0,5.5,1.28,1.53,2.5,12.0,06.05,1.35,9.95,5.62,1.31,1.57,2.66,1.52,2.55,0,3
2019-2020_Wolves_Everton,2019-2020,35,7/12/2020,12:00,Wolves,Everton,3,0,H,1,0,H,A Taylor,14,6,7,2,5,2,9,9,0,2,0,0,02.05,3.3,3.8,2.5,1.53,2.16,3.35,4.2,02.06,3.25,04.01,2.63,1.61,2.49,1.55,3,0
2019-2020_Aston Villa_Crystal Palace,2019-2020,35,7/12/2020,14:15,Aston Villa,Crystal Palace,2,0,H,1,0,H,M Atkinson,12,9,9,5,5,1,21,21,2,4,0,1,2.25,3.3,3.3,2.0,1.8,2.35,3.48,3.45,2.29,3.35,3.24,2.11,1.89,02.01,1.82,3,0
2019-2020_Tottenham_Arsenal,2019-2020,35,7/12/2020,16:30,Tottenham,Arsenal,2,1,H,1,1,D,M Oliver,15,13,9,4,6,5,16,11,5,3,0,0,2.62,3.4,2.7,1.8,2.0,2.75,4.48,2.83,2.6,3.48,2.68,1.9,3.22,1.77,02.08,3,0
